"","gene","clone_id","AASA_fold_clone","AASA_fdr_clone","log2FoldChange","fdr"
"281","PPT1","SB02014A2G03.f2",0.816555201,0.064771633,-0.292377676317748,1.18861515352587
"282","NDUFA11","SB02010B1F04.f1",0.749873371,0.000886145,-0.415281102551359,3.05249520864627
"283","LOC100189978","SB02025A1C09.f1",0.793632097,0.02632186,-0.333457720817904,1.57968342511906
"284","LOC100189978","SB03026A1E06.f1",0.674055606,0.002485263,-0.569060483908436,2.60462764580189
"285","CWC15","SB010012000G06",0.748822934,0.006655841,-0.417303474253715,2.17679706136388
"286","CWC15","SB02008A2E05.f1",0.786908815,0.004190607,-0.34573162531594,2.37772306589828
"287","ENY2","SB02006A1G07.f1",0.78705178,0.050827625,-0.345469541375919,1.29390018290977
"288","ENY2","SB02014B2D07.f1",0.539076328,0.000101297,-0.891438535766931,3.9944034164634
"289","LOC100190491","SB02007B2D02.f1",0.769267291,0.000834643,-0.378443128171772,3.07849924461633
"290","LOC100190491","SB02043B1E09.f1",0.803272265,5.3122e-05,-0.316039030196078,4.27472558249899
"291","PSMB1","SB02003A1G10.f2",0.748402161,0.000621055,-0.418114370542388,3.20686993744209
"292","RPP14","SB010014000A02",0.731643686,0.070070594,-0.450786874784454,1.15446420090476
"293","ATP5MK","SB03016B1F06.f1",0.710708265,0.004304611,-0.492670618037506,2.36606608885299
"294","SAR1B","SB02008A2F06.f1",0.854006935,0.148397382,-0.227680309526977,0.828573760734773
"295","GJB1","SB03010A1F04.f1",1.019016629,0.883304446,0.0271775945656372,0.0538895835918417
"296","GJB1","SB03050B2D11.f1",1.249632453,0.000661069,0.321503825921436,3.1797532080555
"297","PPIL1","SB03044B2G09.f1",0.794010641,0.023331613,-0.332769752991345,1.63205523579758
"298","ARPC3","SB02005A1D06.f1",0.831833464,0.004011502,-0.265633370259266,2.39669298693681
"299","ERG28","SB02006B1G05.f1",0.589329105,1.0675e-05,-0.762854577039462,4.97163211630294
"300","PPP1CC","SB02046B1E05.f1",0.934584576,0.563543095,-0.0976028671346066,0.249072867186531
"301","MRRF","SB03043B1B10.f1",0.957270382,0.641714467,-0.0630016219249809,0.192658169735696
"302","SEC61B","SB02012B1E04.f1",0.974429326,0.793955584,-0.0373705422690263,0.100203792488842
"303","EDF1","SB03043B1E04.f1",0.835933715,0.037211556,-0.258539545921057,1.42932216958918
"304","TMSB4X","SB02011B1H08.f1",0.606537156,0.001926067,-0.721332068445102,2.71532860961845
"305","TMSB4X","SB02049B2C05.f1",0.624099866,0.000417849,-0.680151192955148,3.37898063285304
"306","NDUFA4","SB02009B1E07.f1",1.262186472,0.030087601,0.335925065911888,1.52161243884673
"307","TPI1","SB02012A1D06.f1",0.710062319,0.033455491,-0.493982445809823,1.47553259193831
"308","TPI1","SB02030A2A06.f1",0.799662261,0.157258301,-0.322537291465333,0.803386420710393
"309","LOC100189986","SB02020A2B08.f1",0.884396327,0.1691438,-0.177235061399764,0.771743916735809
"310","LOC100189986","SB03022B2A07.f1",0.867948296,0.12036187,-0.204318991533413,0.919511073471237
"311","HMGN1","SB03051B2E02.f1",0.88327215,0.189534857,-0.179070071553238,0.722310908067143
"312","TRAPPC2","SB03040B1C04.f1",0.827627068,0.054850673,-0.272947264780342,1.26081803940389
"313","BSDC1","SB03002A2F01.f1",1.038511085,0.722049827,0.0545166154980902,0.14143283173163
"314","BSDC1","SB03013B2A08.f1",0.944943177,0.479685073,-0.0817005176436946,0.319043795844288
"315","TMEM138","SB02015B1E06.f1",0.808778009,0.055984823,-0.306184324572703,1.25192969050615
"316","TMEM138","SB02048A1H10.f1",0.857207613,0.093380461,-0.22228343200709,1.02974398637799
"317","MRPL14","SB03026B1C11.f1",0.733370107,0.006588302,-0.447386633530704,2.18122650149872
"318","BTF3","SB02047B1E07.f1",0.818457516,0.000574463,-0.289020562790047,3.24073793810416
"319","U2AF1","SB02025A2H01.f1",0.782074126,0.02597634,-0.354622740366976,1.58542203993651
"320","HSBP1","SB02043A2C05.f1",1.044557828,0.729507892,0.0628923639794006,0.136970005438094
"321","HSBP1","SB03014B1B12.f1",0.828159221,0.050423145,-0.27201992950087,1.29737006993389
"322","TSPAN13","SB03010B2A12.f1",0.649961957,0.001123215,-0.621572816828783,2.94953710538011
"323","LOC100190503","SB02039B1E05.f1",1.171294811,0.421747671,0.228104243078323,0.374947307018958
"324","LOC100190503","SB02039B1H02.f1",0.910873057,0.486904802,-0.134678086740997,0.312555942291612
"325","PPP1R7","SB02008B2E03.f1",0.723035927,0.000895629,-0.467860759720682,3.04787185263647
"326","ATP5MG","SB03047A1G07.f1",1.031443026,0.783126629,0.0446641330253107,0.106168008274735
"327","FANCL","SB03035A1F07.f1",0.876912621,0.409770397,-0.189495000826689,0.387459419492484
"328","LOC100190249","SB02012A2C02.f1",1.101354832,0.226607373,0.139279348006902,0.644725963841012
"329","LOC100190249","SB02025B2G03.f1",1.063561664,0.658446814,0.0889036814114088,0.181479299394946
"330","CD9","SB03042B1E10.f1",0.902700692,0.505698914,-0.147680381541056,0.296107979023801
"331","C1H12orf57","SB03050A1D11.f1",0.657222548,0.005440739,-0.60554611774947,2.26434210731934
"332","PLLP","SB02015B2D08.f1",0.531391832,0.003172042,-0.912152042489238,2.49866107096115
"333","COMMD9","SB03018B2G10.f1",0.982535273,0.909807953,-0.025418893858384,0.0410502711454147
"334","COMMD9","SB03034A2D03.f1",1.094894827,0.188987903,0.130792294618378,0.723565993861072
"335","IMMP1L","SB010011000A03",0.815843845,0.004187344,-0.293635052497897,2.37806135934642
"336","IMMP1L","SB03036A2G12.f1",0.758641179,0.016985625,-0.398510411725146,1.76991846827836
"337","LOC100190507","SB02010A2A12.f1",0.701396192,0.005272884,-0.51169849691373,2.27795178275806
"338","LOC100190507","SB03034B1C03.f1",0.679252001,0.001021572,-0.55798118441652,2.99073101904548
"339","C21H1orf50","SB03028B1H03.f1",1.085261405,0.52190657,0.118042583936552,0.282407236011398
"340","AP3S2","SB03045B1C08.f1",0.753058663,0.000516887,-0.409165840185823,3.28660439044647
"341","WDR61","SB02008B2G05.f1",0.717478392,0.003527851,-0.478992711494664,2.45248976572965
"342","WDR61","SB02034A2A01.f1",0.717949867,0.004515639,-0.478044987824604,2.34528078476626
"343","SNRPG","SB02046B2F01.f1",0.690605362,5.7312e-05,-0.53406655927588,4.24175443583106
"344","SNRPG","SB03049A1G01.f1",0.79285599,0.000718639,-0.334869248352959,3.14348921765573
"345","ARPC2","SB03019B2B11.f1",0.800068831,0.033493985,-0.321803972549002,1.47503317851113
"346","ARPC2","SB03038B2F04.f1",0.823065177,0.029205929,-0.280921415380765,1.53452897490085
"347","PSMA6","SB03004B2B05.f1",0.724948976,0.003932184,-0.464048637224922,2.40536616827759
"348","TK2","SB02048A2F01.f1",0.99652633,0.978785162,-0.00502017074767408,0.00931262300472632
"349","TK2","SB03011B1A10.f1",1.081836565,0.583177752,0.113482565085722,0.234199052536336
"350","SAP18","SB02027B2C09.f1",0.596258081,7.255e-06,-0.745991180998358,5.13936258322625
"351","ATPAF1","SB03036A2D03.f1",0.936695837,0.534764183,-0.0943474415490278,0.271837688258157
"352","CAPZB","SB02049B2D07.f1",1.169598683,0.077468582,0.226013591889959,1.11087439337123
"353","LOC100190001","SB02040B1G11.f1",0.946059133,0.679876944,-0.0799977335006643,0.167569686378992
"354","HSPE1","SB03051B1B02.f1",0.752208758,0.000759633,-0.410794991048877,3.11939617689105
"355","UXT","SB02016B2F04.f1",0.668018469,0.003316096,-0.582040104813227,2.47937290524276
"356","UXT","SB03042A2E01.f1",0.663422941,3.127e-06,-0.5919991938638,5.50487211875707
"357","BCAS2","SB03018B1G11.f1",0.777126777,0.001355113,-0.363778122213711,2.86802448838348
"358","BCAS2","SB03010A1C09.f1",0.836401595,0.123022521,-0.257732281768579,0.910015377579132
"359","MIEN1","SB02026B2C02.f1",0.872542476,0.017218751,-0.196702730415551,1.76399835424594
"360","MIEN1","SB03028A2F03.f1",0.83669424,0.028668874,-0.257227591617884,1.54258936408839
"361","RBM8A","SB03037B2A08.f1",0.941006719,0.298347281,-0.0877230707291158,0.525277915762156
"362","FTH1","SB02006B2D05.f1",0.765347692,0.001243211,-0.385812792092302,2.90545515586446
"363","PRADC1","SB02031B2A07.f1",0.856348798,0.033826011,-0.223729556847019,1.47074921423782
"364","PRADC1","SB03012B1H08.f1",1.127182614,0.098839187,0.172721264374256,1.00507083553691
"365","RPL14","SB02016B1C10.f1",0.637414498,0.000144318,-0.649696261283313,3.84067949833721
"366","TPT1","SB02006B1F12.f1",0.933094552,0.573500187,-0.0999048157503461,0.241466436153202
"367","TPT1","SB03030A2B11.f1",0.886071032,0.419406047,-0.174505737634752,0.377365312163951
"368","DERL3","SB03009B2A08.f1",0.721211112,0.007193302,-0.471506469742463,2.14307170611374
"369","BCCIP","SB02025B2A04.f1",0.899700215,0.048194799,-0.152483727200859,1.31699982664652
"370","EMC7","SB02017B1C11.f1",0.997056919,0.978887153,-0.00425222876430474,0.00926737117355471
"371","MLF2","SB02014A2G06.f2",0.800770969,0.050111593,-0.320538422959872,1.30006179122852
"372","LSM3","SB02003A1G08.f2",0.714028984,0.013700876,-0.485945457293532,1.86325166424479
"373","RPS13","SB03049A1E05.f1",0.642899051,0.000249329,-0.637335873749824,3.60322720481954
"374","TOMM7","SB03025B1H01.f2",0.763528129,0.026333585,-0.389246786822319,1.57949001291318
"375","ATP6V1F","SB02045B1D05.f1",0.948820178,0.537504063,-0.0757934037313202,0.269618248562476
"376","ATP6V1F","SB03047A2G08.f1",0.938270203,0.473979145,-0.0919246450758176,0.324240766787255
"377","ANKRD49","SB020002000B06",0.93828177,0.564908801,-0.0919068596333909,0.248021659117521
"378","ATP5PO","SB02031B2G08.f1",0.68767997,0.000116858,-0.540190769946517,3.93234155082052
"379","ANXA4","SB03034B1C04.f1",1.021301748,0.888160993,0.0304091796601329,0.0515083044531043
"380","PPP1CA","SB02038B1C12.f1",0.931548928,0.159711612,-0.102296548662836,0.796663506878486
"381","PPP1CA","SB03046A2G02.f1",1.055053753,0.549408874,0.0773165033978697,0.260104330175544
"382","GADD45B","SB02010A1F06.f1",1.066332099,0.425444612,0.0926568217409244,0.371156972050648
"383","GADD45B","SB03036A2A04.f1",0.837982557,0.00413426,-0.255007881024199,2.38360221444927
"384","RPS4X","SB02039A1G10.f1",0.601853616,0.000516887,-0.732515460313508,3.28660439044647
"385","PSMC1","SB010011000E10",0.92200176,0.447669206,-0.11715859028389,0.349042778576651
"386","PSMB4","SB02025B1H02.f1",0.853472916,0.047041393,-0.228582723207243,1.32751982631848
"387","PSMB4","SB02041A1A07.f1",1.083390369,0.502921673,0.115553170872962,0.298499648408717
"388","PSMB4","SB02042B2F07.f1",0.962508145,0.625695154,-0.0551293456715374,0.203637208613991
"389","PSMB4","SB03023A2B06.f1",1.117829573,0.315090431,0.160700248172098,0.501564785740631
"390","DNAJC8","SB02004B1D10.f1",0.872829246,0.062369116,-0.196228651850643,1.20503041145701
"391","SNAPIN","SB010019000C05",0.754460104,0.005030237,-0.406483482118382,2.29841155264438
"392","SNAPIN","SB03016B1D02.f1",0.815801376,0.104888716,-0.29371015438269,0.979271230991649
"393","POLR2H","SB03015A1A06.f1",0.766925916,0.035704275,-0.382840872806486,1.44727978114953
"394","ATP6V0B","SB02019A2A07.f1",0.660977933,0.000500292,-0.597325987273744,3.3007764417171
"395","ATP6V0B","SB02045A1D07.f1",0.750037726,0.000601311,-0.414964931619803,3.22090085137551
"396","LMAN2","SB03004A2C02.f1",0.928869626,0.269511026,-0.106451977421068,0.569423462636782
"397","LMAN2","SB03004B2B04.f1",0.910579832,0.194936808,-0.135142588743299,0.710106149584269
"398","LMAN2","SB03006A1D03.f1",0.92227492,0.484105125,-0.116731228614651,0.315060319657317
"399","MRPL30","SB02015B1H03.f1",0.828983372,0.1162651,-0.270584930890979,0.934550630517095
"400","PPIB","SB02006B1F10.f1",0.979623415,0.552169989,-0.0297008372159068,0.257927201401727
"401","AKIRIN2","SB03012B1F10.f1",0.669346233,0.001125283,-0.579175427489545,2.94873824210176
"402","NDUFB9","SB02004B1C12.f1",0.616828606,5.6577e-05,-0.697058421759312,4.24736008476853
"403","NDUFA2","SB02016B2H06.f1",0.729620998,0.000689993,-0.454780844997443,3.16115531517114
"404","NDUFA2","SB02026A1H08.f1",0.770625241,0.000749858,-0.375898654193361,3.12502097081529
"405","JAGN1","SB02040A2E05.f1",0.862290252,0.00496814,-0.213754524137888,2.30380617443156
"406","CHCHD6","SB02030A1E12.f1",0.907264445,0.373595825,-0.140404973148071,0.427597985733147
"407","CHCHD6","SB03026A1D11.f1",0.934869073,0.369725425,-0.09716376299909,0.432120683163621
"408","JPT1","SB02006A1B06.f1",0.769183311,0.034334896,-0.378600634079985,1.46426426374071
"409","JPT1","SB03040B2E09.f1",0.763466074,0.009323884,-0.389364045212214,2.03040313824812
"410","BOLA1","SB03030B1E02.f1",1.018905641,0.851030198,0.027020452323547,0.0700550291139101
"411","MED27","SB02019B1D01.f1",0.743110769,0.003311051,-0.428350818206988,2.48003412977406
"412","MED27","SB02046A2F10.f1",0.722567608,0.000331148,-0.468795513276733,3.47997786357221
"413","ITPA","SB010019000F09",0.750525213,0.052996872,-0.414027556606919,1.27574976272428
"414","ITPA","SB03026B1B08.f1",0.862316695,0.086374199,-0.213710283118176,1.06361596707353
"415","ITPA","SB03041A1H04.f1",0.845962049,0.06355838,-0.241335151338351,1.19682718078541
"416","DYNLRB1","SB03009A2H05.f1",0.651859689,1.0594e-05,-0.617366633142875,4.97494003140042
"417","PSME3","SB03045B2H09.f1",0.91611692,0.461330602,-0.126396359949659,0.335987735855801
"418","DCTN5","SB02020B2C10.f1",0.751047449,0.000486311,-0.413024038979276,3.31308590689641
"419","PSMC3IP","SB02044A2H08.f1",0.932855307,0.615950832,-0.100274769503695,0.210453953815
"420","PSMC3IP","SB03005B1E02.f1",0.7898005,0.465865909,-0.34043981376004,0.331739069064307
"421","PSMC3IP","SB03032A2D07.f1",0.935427376,0.458639468,-0.0963024439351858,0.338528574994061
"422","PSMC3IP","SB03037A2B02.f1",1.084072015,0.481334326,0.116460598234583,0.317553165829786
"423","UBE2N","SB010003000A05",0.712372522,0.006034805,-0.489296225751139,2.21933675850651
"424","UBE2N","SB02023A2D02.f1",0.669388046,0.000160819,-0.579085307428065,3.79366264272878
"425","LOC100190026","SB02030A1E10.f1",0.85445876,0.131635664,-0.226917232218543,0.880626431542411
"426","MCTS1","SB02025B2H12.f1",0.738570059,3.6091e-05,-0.437193316784354,4.44260108445573
"427","MCTS1","SB03049A2F03.f1",0.727491933,0.001416136,-0.458996844509632,2.84889503674984
"428","NFU1","SB02021B2C05.f1",0.884714727,0.299457333,-0.176715756401992,0.523665047607514
"429","ATP6V1G1","SB02034B2B04.f1",0.677996528,0.001222954,-0.560650209505105,2.91258987814105
"430","TIMM10","SB02034B1A07.f1",1.007151015,0.939356903,0.010280021236331,0.0271693688053527
"431","RPS3","SB02008B2C05.f1",0.763934386,0.008189957,-0.388479363769654,2.08671837842417
"432","PSMD7","SB02006B1G03.f1",0.773186547,0.006245929,-0.371111559181505,2.20440295687871
"433","NSA2","SB02030B1B08.f1",0.823206316,0.001860551,-0.280674043623748,2.73035842093134
"434","PPA1","SB02031B1D10.f1",0.787094799,0.004011502,-0.345390688111798,2.39669298693681
"435","LOC100190031","SB02046B1D10.f1",1.075601064,0.424116684,0.105143087458757,0.372514642827684
"436","ITM2A","SB02044A1F05.f1",0.88860646,0.146530437,-0.170383465382696,0.834072155185788
"437","NDUFS6","SB02048A1G09.f1",0.935086552,0.390649265,-0.0968281872538504,0.408212988471375
"438","PSMD14","SB03020B2F12.f1",0.794510096,0.000140795,-0.33186254258029,3.85141276785702
"439","PSMD14","SB03048B2D01.f1",0.822612958,0.001109559,-0.28171429718583,2.95484959952195
"440","STMN2","SB03019A1C11.f1",0.798524925,0.055248272,-0.324590654548692,1.25768130085734
"441","SEC11C","SB02045A2D06.f1",0.750680793,0.000873396,-0.41372852436968,3.05878880140243
"442","SEC11C","SB03043A2G06.f1",0.740261557,0.007193302,-0.433892985882459,2.14307170611374
"443","COPS9","SB02028B2F06.f1",0.880436587,0.409770397,-0.183708996469892,0.387459419492484
"444","COPS9","SB03021B1F03.f1",0.736435185,0.010769627,-0.441369538253354,1.96779933798772
"445","PDAP1","SB03007B2B05.f1",0.785859323,0.001737014,-0.34765701672234,2.76019668120849
"446","MRPS18A","SB02014B1F11.f1",0.921410435,0.275111881,-0.118084158289383,0.560490653734922
"447","PRDX6","SB03010A1A10.f1",0.734383321,0.00614741,-0.445394801636507,2.21130782074939
"448","PRDX6","SB03046A1D08.f1",0.791168561,0.056635402,-0.33794299663483,1.24691201250553
"449","PRDX6","SB03039A2H02.f1",0.730375781,0.007892098,-0.453289168024289,2.10280753054162
"450","DCUN1D5","SB010016000D11",0.860980157,0.074409245,-0.215948106658485,1.12837310204755
"451","DCUN1D5","SB02040A2B08.f1",0.985472443,0.911182857,-0.0211125654786669,0.0403944596712069
"452","LSM1","SB02039B1E06.f1",0.947852006,0.601981024,-0.0772662750859262,0.220417198612572
"453","LSM1","SB02044B2B03.f1",0.725239847,0.017998182,-0.463469901341415,1.74477136085463
"454","RPL38","SB02020B1C11.f1",0.702057618,0.002343565,-0.510338657246811,2.63012299659231
"455","RPL38","SB03001B2C01.f1",0.697640374,0.000244508,-0.519444560385918,3.61170692672843
"456","TRAPPC2L","SB02023B1C05.f1",0.610012208,0.000747986,-0.713089979679344,3.12610653071795
"457","MANF","SB03004B2B08.f1",0.925768216,0.23253009,-0.111277062832546,0.633520840299135
"458","GET4","SB03025A1D12.f2",0.930692235,0.208225821,-0.103623924358754,0.681465416888409
"459","DPM1","SB02018B2A07.f1",0.646290841,0.001355113,-0.629744548478858,2.86802448838348
"460","LSM5","SB02009B1D09.f1",0.609309521,0.000137623,-0.714752810970404,3.86130897933918
"461","PDCD5","SB02014B2F07.f1",0.771878958,0.019461386,-0.373553465508571,1.71082623340388
"462","SRP19","SB02012B2E08.f1",0.828736015,0.062669393,-0.271015475074363,1.20294451174693
"463","MRPL42","SB03008B1A11.f1",0.710293894,0.005363857,-0.493512011556787,2.27052280892237
"464","PPIC","SB03018B1F07.f1",0.912584605,0.214121457,-0.131969778685972,0.66933981010036
"465","DAD1","SB03008A1G07.f1",0.787520059,0.002944433,-0.344611423893773,2.53099832351831
"466","UBE2I","SB03050B1H08.f1",0.980669385,0.851062865,-0.0281612550931472,0.0700383589351162
"467","RNF185","SB020001000B12",0.800299752,0.002386521,-0.321387632729053,2.62223473974149
"468","DNALI1","SB03005A2E08.f1",0.888203792,0.549067924,-0.171037364284975,0.260373926599664
"469","STMN3","SB03013A2A08.f1",1.117809056,0.237110004,0.160673768244823,0.625050122148587
"470","SNX24","SB02006B1D02.f1",0.80625863,0.005542477,-0.310685397117976,2.25629610043157
"471","SNX24","SB03003A1D05.f1",0.784844368,0.028531325,-0.349521494099475,1.54467805915868
"472","SNX24","SB03032A1G06.f1",0.710656146,0.00127524,-0.492776420352926,2.8944080733736
"473","EIF4A3","SB02003B2A06.f1",0.983712003,0.88542892,-0.0236920889352542,0.0528462971399815
"474","RPS23","SB03002B2D09.f1",0.719035577,0.012542435,-0.475864939672503,1.90161814098504
"475","RPS23","SB02046B2C08.f1",0.789814938,0.013456552,-0.340413440719489,1.87106620602617
"476","RPS23","SB02047B1E03.f1",0.70542337,0.001042029,-0.5034387232278,2.98212019431412
"477","RPS23","SB03031A2D10.f1",0.773579613,0.000239561,-0.370378320511287,3.62058388270765
"478","MTX2","SB02010B1E06.f1",0.817266674,0.009167851,-0.291121188509115,2.03773245366679
"479","OCIAD1","SB03049A2G03.f1",0.70299715,0.000705648,-0.508409254365087,3.15141188503878
"480","BNIP1","SB02040B2A02.f1",0.849793116,0.26527186,-0.234816438165897,0.57630881746924
"481","PHPT1","SB010003000E10",0.951099306,0.543032316,-0.072332111536518,0.265174324660019
"482","PHPT1","SB03014A2E11.f1",1.038273642,0.781978962,0.0541867230103108,0.106804930840681
"483","PHPT1","SB03017A2A12.f1",0.989281391,0.918658845,-0.0155471556431316,0.0368457391485883
"484","MRPS17","SB02023A2A01.f1",0.800994318,0.00668097,-0.320136086238767,2.17516047838306
"485","RPL8","SB03010A1C04.f1",0.730789532,0.000331148,-0.452472126274794,3.47997786357221
"486","TMED2","SB03038A1E12.f1",0.817247458,0.01111137,-0.291155110305647,1.95423239049578
