"seqid"	"start"	"end"	"strand"	"type"	"Name"	"Dbxref"	"gene"	"interval_start"	"interval_stop"
"NC_044219.2"	5611817	5648428	"+"	"gene"	"HSPBAP1"	GeneID:100231313	"HSPBAP1"	5609817	5648428
"NC_044219.2"	5784067	5796963	"-"	"gene"	"EAF2"	GeneID:100222707	"EAF2"	5784067	5798963
"NC_044219.2"	5881027	5885506	"+"	"gene"	"NIFK"	GeneID:100220768	"NIFK"	5879027	5885506
"NC_044219.2"	6703934	6757620	"-"	"gene"	"EPB41L5"	GeneID:100231263	"EPB41L5"	6703934	6759620
"NC_044219.2"	6760036	6869434	"-"	"gene"	"PTPN4"	GeneID:100231269	"PTPN4"	6760036	6871434
"NC_044219.2"	6949272	6987497	"-"	"gene"	"MRAS"	GeneID:100225544	"MRAS"	6949272	6989497
"NC_044219.2"	8826856	8929999	"-"	"gene"	"MARCHF4"	GeneID:100223704	"MARCHF4"	8826856	8931999
"NC_044219.2"	8986168	8989109	"+"	"gene"	"RPL37A"	GeneID:100229344	"RPL37A"	8984168	8989109
"NC_044219.2"	9703647	9772364	"-"	"gene"	"TNS1"	GeneID:100228405	"TNS1"	9703647	9774364
"NC_044219.2"	9787317	9807415	"+"	"gene"	"ARPC2"	GeneID:100190509	"ARPC2"	9785317	9807415
"NC_044219.2"	9812263	9824044	"+"	"gene"	"PNKD"	GeneID:115496052	"PNKD"	9810263	9824044
"NC_044219.2"	9814097	9819849	"-"	"gene"	"TMBIM1"	GeneID:100219769	"TMBIM1"	9814097	9821849
"NC_044219.2"	9885538	9899312	"+"	"gene"	"CNOT9"	GeneID:100230308	"CNOT9"	9883538	9899312
"NC_044219.2"	10252064	10262036	"-"	"gene"	"ATG9A"	GeneID:100224631	"ATG9A"	10252064	10264036
"NC_044219.2"	10262048	10277378	"+"	"gene"	"STK16"	GeneID:100222650	"STK16"	10260048	10277378
"NC_044219.2"	10316392	10321476	"-"	"gene"	"LOC100223647"	GeneID:100223647	"LOC100223647"	10316392	10323476
"NC_044219.2"	10554958	10644663	"+"	"gene"	"LOC100221738"	GeneID:100221738	"LOC100221738"	10552958	10644663
"NC_044219.2"	10811648	10952627	"-"	"gene"	"RBMS1"	GeneID:100219835	"RBMS1"	10811648	10954627
"NC_044219.2"	11150045	11196410	"+"	"gene"	"PSMD14"	GeneID:100190290	"PSMD14"	11148045	11196410
"NC_044219.2"	11222510	11393524	"+"	"gene"	"SLC4A10"	GeneID:100229390	"SLC4A10"	11220510	11393524
"NC_044219.2"	11992390	12096939	"-"	"gene"	"FIGN"	GeneID:100229328	"FIGN"	11992390	12098939
"NC_044219.2"	12437351	12446054	"+"	"gene"	"LOC115495951"	GeneID:115495951	"LOC115495951"	12435351	12446054
"NC_044219.2"	12444418	12521882	"-"	"gene"	"COBLL1"	GeneID:100227497	"COBLL1"	12444418	12523882
"NC_044219.2"	12743793	12843407	"+"	"gene"	"CSRNP3"	GeneID:100230373	"CSRNP3"	12741793	12843407
"NC_044219.2"	12908315	12997548	"-"	"gene"	"LOC100224567"	GeneID:100224567	"LOC100224567"	12908315	12999548
"NC_044219.2"	13935702	13957604	"+"	"gene"	"SSB"	GeneID:100190598	"SSB"	13933702	13957604
"NC_044219.2"	14370477	14386462	"+"	"gene"	"GORASP2"	GeneID:100220731	"GORASP2"	14368477	14386462
"NC_044219.2"	14608741	14653976	"-"	"gene"	"SLC25A12"	GeneID:100225577	"SLC25A12"	14608741	14655976
"NC_044219.2"	15661130	15682226	"-"	"gene"	"CIR1"	GeneID:100219832	"CIR1"	15661130	15684226
"NC_044219.2"	15970119	15973374	"-"	"gene"	"ATP5MC3"	GeneID:100223708	"ATP5MC3"	15970119	15975374
"NC_044219.2"	16400754	16430406	"+"	"gene"	"MTX2"	GeneID:100190048	"MTX2"	16398754	16430406
"NC_044219.2"	16812722	16829209	"+"	"gene"	"HNRNPA3"	GeneID:100227564	"HNRNPA3"	16810722	16829209
"NC_044219.2"	16830206	16851678	"-"	"gene"	"NFE2L2"	GeneID:100230370	"NFE2L2"	16830206	16853678
"NC_044219.2"	17104034	17200366	"+"	"gene"	"OSBPL6"	GeneID:100224566	"OSBPL6"	17102034	17200366
"NC_044219.2"	17816050	17843195	"-"	"gene"	"CWC22"	GeneID:100228412	"CWC22"	17816050	17845195
"NC_044219.2"	18963366	18978932	"+"	"gene"	"LOC101233247"	GeneID:101233247	"LOC101233247"	18961366	18978932
"NC_044219.2"	20140348	20146343	"+"	"gene"	"EEF1B2"	GeneID:100217555	"EEF1B2"	20138348	20146343
"NC_044219.2"	20142920	20143053	"+"	"gene"	"LOC115496092"	GeneID:115496092	"LOC115496092"	20140920	20143053
"NC_044219.2"	20515909	20555329	"+"	"gene"	"CREB1"	GeneID:751585	"CREB1"	20513909	20555329
"NC_044219.2"	20559409	20562437	"-"	"gene"	"METTL21A"	GeneID:100224333	"METTL21A"	20559409	20564437
"NC_044219.2"	20571895	20605630	"+"	"gene"	"CCNYL1"	GeneID:100225178	"CCNYL1"	20569895	20605630
"NC_044219.2"	20777493	20808634	"-"	"gene"	"FAM117B"	GeneID:100220393	"FAM117B"	20777493	20810634
"NC_044219.2"	20818788	20924466	"-"	"gene"	"BMPR2"	GeneID:100227149	"BMPR2"	20818788	20926466
"NC_044219.2"	20948700	20972332	"-"	"gene"	"NOP58"	GeneID:100218561	"NOP58"	20948700	20974332
"NC_044219.2"	20976092	20986010	"+"	"gene"	"SUMO1"	GeneID:100190232	"SUMO1"	20974092	20986010
"NC_044219.2"	21251317	21260852	"-"	"gene"	"STRADB"	GeneID:100225181	"STRADB"	21251317	21262852
"NC_044219.2"	21261110	21287067	"+"	"gene"	"TRAK2"	GeneID:100226204	"TRAK2"	21259110	21287067
"NC_044219.2"	21337801	21340256	"-"	"gene"	"NDUFB3"	GeneID:100231909	"NDUFB3"	21337801	21342256
"NC_044219.2"	21656936	21664669	"-"	"gene"	"MAIP1"	GeneID:100226407	"MAIP1"	21656936	21666669
"NC_044219.2"	21664155	21673904	"+"	"gene"	"TYW5"	GeneID:100223277	"TYW5"	21662155	21673904
"NC_044219.2"	21771886	21774075	"-"	"gene"	"LOC121470233"	GeneID:121470233	"LOC121470233"	21771886	21776075
"NC_044219.2"	22425316	22454832	"+"	"gene"	"RFTN2"	GeneID:100227152	"RFTN2"	22423316	22454832
"NC_044219.2"	22455531	22465043	"-"	"gene"	"LOC100224270"	GeneID:100224270	"LOC100224270"	22455531	22467043
"NC_044219.2"	22470320	22475772	"-"	"gene"	"HSPE1"	GeneID:100190513	"HSPE1"	22470320	22477772
"NC_044219.2"	22674610	22714245	"+"	"gene"	"PGAP1"	GeneID:100227199	"PGAP1"	22672610	22714245
"NC_044219.2"	25006498	25050739	"-"	"gene"	"PMS1"	GeneID:100228125	"PMS1"	25006498	25052739
"NC_044219.2"	25906276	25969697	"+"	"gene"	"CALCRL"	GeneID:100222388	"CALCRL"	25904276	25969697
"NC_044219.2"	27267915	27337952	"+"	"gene"	"PCNT"	GeneID:100231943	"PCNT"	27265915	27337952
"NC_044219.2"	27480615	27538897	"+"	"gene"	"NCKAP1"	GeneID:100217542	"NCKAP1"	27478615	27538897
"NC_044219.2"	27550336	27571998	"+"	"gene"	"FRZB"	GeneID:100230011	"FRZB"	27548336	27571998
"NC_044219.2"	27606138	27837909	"+"	"gene"	"MAP2"	GeneID:100217535	"MAP2"	27604138	27837909
"NC_044219.2"	27843228	27965704	"+"	"gene"	"UNC80"	GeneID:100230000	"UNC80"	27841228	27965704
"NC_044219.2"	29136362	29139681	"-"	"gene"	"DBI"	GeneID:100190430	"DBI"	29136362	29141681
"NC_044219.2"	29139710	29153161	"+"	"gene"	"C7H2orf76"	GeneID:100225295	"C7H2orf76"	29137710	29153161
"NC_044219.2"	31655610	31737308	"+"	"gene"	"R3HDM1"	GeneID:100220368	"R3HDM1"	31653610	31737308
"NC_044219.2"	31867335	31871170	"-"	"gene"	"CXCR4"	GeneID:100229955	"CXCR4"	31867335	31873170
"NC_044219.2"	32515204	32547720	"+"	"gene"	"SPOPL"	GeneID:100227139	"SPOPL"	32513204	32547720
"NC_044219.2"	34516794	34630500	"-"	"gene"	"ZEB2"	GeneID:100220433	"ZEB2"	34516794	34632500
"NC_044219.2"	35788638	35839843	"+"	"gene"	"ACVR2A"	GeneID:100224301	"ACVR2A"	35786638	35839843
"NC_044219.2"	36031983	36101447	"+"	"gene"	"KIF5C"	GeneID:100218538	"KIF5C"	36029983	36101447
"NC_044219.2"	36201019	36213001	"-"	"gene"	"MMADHC"	GeneID:100190223	"MMADHC"	36201019	36215001
"NC_044219.2"	36652831	36731921	"-"	"gene"	"CACNB4"	GeneID:100225217	"CACNB4"	36652831	36733921
"NC_044219.2"	36778218	36892889	"+"	"gene"	"FMNL2"	GeneID:100230618	"FMNL2"	36776218	36892889
"NC_044219.2"	36959012	36960150	"-"	"gene"	"RPRM"	GeneID:115496045	"RPRM"	36959012	36962150
"NC_044219.2"	37924900	37950008	"+"	"gene"	"MARCHF7"	GeneID:100226747	"MARCHF7"	37922900	37950008
"NC_044219.2"	37949549	37951976	"-"	"gene"	"LOC115496051"	GeneID:115496051	"LOC115496051"	37949549	37953976
"NC_044220.2"	53045	67502	"-"	"gene"	"ACADM"	GeneID:100218051	"ACADM"	53045	69502
"NC_044220.2"	682094	692616	"+"	"gene"	"ZRANB2"	GeneID:115496130	"ZRANB2"	680094	692616
"NC_044220.2"	994150	1019835	"+"	"gene"	"WLS"	GeneID:100225657	"WLS"	992150	1019835
"NC_044220.2"	1507546	1549255	"-"	"gene"	"DNAJC6"	GeneID:100232808	"DNAJC6"	1507546	1551255
"NC_044220.2"	1635925	1666644	"-"	"gene"	"RAVER2"	GeneID:115496290	"RAVER2"	1635925	1668644
"NC_044220.2"	2251484	2348397	"+"	"gene"	"DOCK7"	GeneID:100226028	"DOCK7"	2249484	2348397
"NC_044220.2"	2349180	2360966	"-"	"gene"	"USP1"	GeneID:100218324	"USP1"	2349180	2362966
"NC_044220.2"	2575897	2924837	"-"	"gene"	"NFIA"	GeneID:100221182	"NFIA"	2575897	2926837
"NC_044220.2"	4205429	4249575	"+"	"gene"	"PLPP3"	GeneID:100227047	"PLPP3"	4203429	4249575
"NC_044220.2"	4635778	4696045	"+"	"gene"	"USP24"	GeneID:100220267	"USP24"	4633778	4696045
"NC_044220.2"	4925282	4939699	"+"	"gene"	"NDC1"	GeneID:100220323	"NDC1"	4923282	4939699
"NC_044220.2"	5411645	5414052	"+"	"gene"	"MAGOH"	GeneID:100190567	"MAGOH"	5409645	5414052
"NC_044220.2"	5807159	5817380	"-"	"gene"	"BTF3L4"	GeneID:100190624	"BTF3L4"	5807159	5819380
"NC_044220.2"	5816411	5826363	"+"	"gene"	"TXNDC12"	GeneID:115490553	"TXNDC12"	5814411	5826363
"NC_044220.2"	8704255	8705472	"-"	"gene"	"UQCRH"	GeneID:100218328	"UQCRH"	8704255	8707472
"NC_044220.2"	8846944	8924305	"+"	"gene"	"LOC100221185"	GeneID:100221185	"LOC100221185"	8844944	8924305
"NC_044220.2"	8936029	9122812	"-"	"gene"	"MAST2"	GeneID:100219315	"MAST2"	8936029	9124812
"NC_044220.2"	9241175	9248314	"+"	"gene"	"PRDX1"	GeneID:100190347	"PRDX1"	9239175	9248314
"NC_044220.2"	9295943	9371250	"+"	"gene"	"TESK2"	GeneID:100220334	"TESK2"	9293943	9371250
"NC_044220.2"	9398690	9496349	"+"	"gene"	"ZSWIM5"	GeneID:100219363	"ZSWIM5"	9396690	9496349
"NC_044220.2"	9525629	9624461	"+"	"gene"	"EIF2B3"	GeneID:100226101	"EIF2B3"	9523629	9624461
"NC_044220.2"	9685788	9690485	"-"	"gene"	"RPS8"	GeneID:100227063	"RPS8"	9685788	9692485
"NC_044220.2"	10195911	10202359	"-"	"gene"	"ATP6V0B"	GeneID:100190528	"ATP6V0B"	10195911	10204359
"NC_044220.2"	10462945	10838878	"-"	"gene"	"PTPRF"	GeneID:100222172	"PTPRF"	10462945	10840878
"NC_044220.2"	10895099	10948909	"-"	"gene"	"SZT2"	GeneID:100220280	"SZT2"	10895099	10950909
"NC_044220.2"	10970390	10984173	"+"	"gene"	"ELOVL1"	GeneID:100225083	"ELOVL1"	10968390	10984173
"NC_044220.2"	11455912	11518869	"-"	"gene"	"PIGK"	GeneID:100224122	"PIGK"	11455912	11520869
"NC_044220.2"	11534484	11618733	"+"	"gene"	"AK5"	GeneID:100229919	"AK5"	11532484	11618733
"NC_044220.2"	11760262	11781368	"+"	"gene"	"NEXN"	GeneID:100232836	"NEXN"	11758262	11781368
"NC_044220.2"	11804648	11829082	"+"	"gene"	"DNAJB4"	GeneID:100218395	"DNAJB4"	11802648	11829082
"NC_044220.2"	13801706	13866316	"-"	"gene"	"TTLL7"	GeneID:100225080	"TTLL7"	13801706	13868316
"NC_044220.2"	13866409	13952597	"+"	"gene"	"PRKACB"	GeneID:100226105	"PRKACB"	13864409	13952597
"NC_044220.2"	14197913	14213412	"-"	"gene"	"MCOLN3"	GeneID:100218399	"MCOLN3"	14197913	14215412
"NC_044220.2"	14304481	14362161	"-"	"gene"	"DDAH1"	GeneID:100231828	"DDAH1"	14304481	14364161
"NC_044220.2"	14409744	14441920	"-"	"gene"	"ZNHIT6"	GeneID:100217761	"ZNHIT6"	14409744	14443920
"NC_044220.2"	14618340	14646249	"+"	"gene"	"SH3GLB1"	GeneID:100227417	"SH3GLB1"	14616340	14646249
"NC_044220.2"	14660402	14684561	"-"	"gene"	"SELENOF"	GeneID:100190318	"SELENOF"	14660402	14686561
"NC_044220.2"	15375430	15429912	"+"	"gene"	"PKN2"	GeneID:100230164	"PKN2"	15373430	15429912
"NC_044220.2"	15432271	15458233	"-"	"gene"	"GTF2B"	GeneID:100220653	"GTF2B"	15432271	15460233
"NC_044220.2"	15529617	15552606	"+"	"gene"	"LRRC8C"	GeneID:100226479	"LRRC8C"	15527617	15552606
"NC_044220.2"	15922978	15927962	"-"	"gene"	"BARHL2"	GeneID:100218752	"BARHL2"	15922978	15929962
"NC_044220.2"	16003993	16082091	"-"	"gene"	"ZNF644"	GeneID:100219692	"ZNF644"	16003993	16084091
"NC_044220.2"	16392788	16432580	"+"	"gene"	"BTBD8"	GeneID:100223611	"BTBD8"	16390788	16432580
"NC_044220.2"	16616794	16623192	"+"	"gene"	"RPL5"	GeneID:100190411	"RPL5"	16614794	16623192
"NC_044220.2"	16723400	16734098	"+"	"gene"	"DR1"	GeneID:100228332	"DR1"	16721400	16734098
"NC_044220.2"	16910053	16921647	"-"	"gene"	"GCLM"	GeneID:100231189	"GCLM"	16910053	16923647
"NC_044220.2"	18330177	18359453	"+"	"gene"	"SNX7"	GeneID:100226380	"SNX7"	18328177	18359453
"NC_044220.2"	18833728	18841433	"+"	"gene"	"RTCA"	GeneID:100226387	"RTCA"	18831728	18841433
"NC_044220.2"	18995444	19014916	"-"	"gene"	"DPH5"	GeneID:100219750	"DPH5"	18995444	19016916
"NC_044220.2"	19014873	19059444	"+"	"gene"	"LOC100218707"	GeneID:100218707	"LOC100218707"	19012873	19059444
"NC_044220.2"	20828988	20851963	"-"	"gene"	"SLC25A24"	GeneID:100218156	"SLC25A24"	20828988	20853963
"NC_044220.2"	23290166	23309841	"-"	"gene"	"RO60"	GeneID:100232542	"RO60"	23290166	23311841
"NC_044220.2"	23310086	23326721	"+"	"gene"	"UCHL5"	GeneID:100222923	"UCHL5"	23308086	23326721
"NC_044220.2"	23325978	23335917	"-"	"gene"	"LOC115496254"	GeneID:115496254	"LOC115496254"	23325978	23337917
"NC_044220.2"	23408555	23429331	"-"	"gene"	"ZBTB37"	GeneID:100228678	"ZBTB37"	23408555	23431331
"NC_044220.2"	23429394	23435128	"+"	"gene"	"LOC121470366"	GeneID:121470366	"LOC121470366"	23427394	23435128
"NC_044220.2"	23587201	23612112	"-"	"gene"	"NMNAT2"	GeneID:100218081	"NMNAT2"	23587201	23614112
"NC_044220.2"	23682997	23688066	"-"	"gene"	"ARPC5"	GeneID:100226729	"ARPC5"	23682997	23690066
"NC_044220.2"	23811930	23822353	"+"	"gene"	"TSEN15"	GeneID:100222996	"TSEN15"	23809930	23822353
"NC_044220.2"	23887525	23993426	"+"	"gene"	"C8H1orf21"	GeneID:100221911	"C8H1orf21"	23885525	23993426
"NC_044220.2"	24123512	24138326	"-"	"gene"	"TRMT1L"	GeneID:100229621	"TRMT1L"	24123512	24140326
"NC_044220.2"	25957707	25959160	"+"	"gene"	"LOC121470343"	GeneID:121470343	"LOC121470343"	25955707	25959160
"NC_044220.2"	25959341	25986817	"+"	"gene"	"LOC121470307"	GeneID:121470307	"LOC121470307"	25957341	25986817
"NC_044220.2"	26470669	26476263	"+"	"gene"	"CACYBP"	GeneID:100190688	"CACYBP"	26468669	26476263
"NC_044220.2"	26818582	26880513	"-"	"gene"	"ASTN1"	GeneID:100224778	"ASTN1"	26818582	26882513
"NC_044220.2"	27619622	27630755	"+"	"gene"	"LOC100225641"	GeneID:100225641	"LOC100225641"	27617622	27630755
"NC_044220.2"	28270591	28286438	"-"	"gene"	"GLUL"	GeneID:100229445	"GLUL"	28270591	28288438
"NC_044220.2"	28322396	28347510	"-"	"gene"	"RGS8"	GeneID:100220825	"RGS8"	28322396	28349510
"NC_044220.2"	28447681	28464928	"+"	"gene"	"TMCO1"	GeneID:101233092	"TMCO1"	28445681	28464928
"NC_044220.2"	28685138	28813702	"+"	"gene"	"PBX1"	GeneID:100231384	"PBX1"	28683138	28813702
"NC_044220.2"	28972581	28975316	"+"	"gene"	"LOC100189978"	GeneID:100189978	"LOC100189978"	28970581	28975316
"NC_044220.2"	29391850	29402610	"+"	"gene"	"VAMP4"	GeneID:100190203	"VAMP4"	29389850	29402610
"NC_044220.2"	29607809	29645440	"+"	"gene"	"SUCO"	GeneID:100227616	"SUCO"	29605809	29645440
"NC_044220.2"	29822541	29830675	"+"	"gene"	"PRDX6"	GeneID:100190549	"PRDX6"	29820541	29830675
"NC_044220.2"	29850349	29855925	"+"	"gene"	"LOC100232391"	GeneID:100232391	"LOC100232391"	29848349	29855925
"NC_044220.2"	29856364	29864034	"+"	"gene"	"PRKAB2"	GeneID:100218045	"PRKAB2"	29854364	29864034
"NC_044220.2"	29864222	29900655	"-"	"gene"	"LOC100225649"	GeneID:100225649	"LOC100225649"	29864222	29902655
"NC_044220.2"	29905063	29908724	"+"	"gene"	"PHGDH"	GeneID:115496299	"PHGDH"	29903063	29908724
"NC_044220.2"	30342713	30378347	"+"	"gene"	"TMEM121"	GeneID:100226695	"TMEM121"	30340713	30378347
"NC_044221.2"	660069	667424	"-"	"gene"	"MRPS22"	GeneID:100190329	"MRPS22"	660069	669424
"NC_044221.2"	1448136	1449975	"-"	"gene"	"COPS9"	GeneID:100190547	"COPS9"	1448136	1451975
"NC_044221.2"	2239791	2255534	"+"	"gene"	"MAP6D1"	GeneID:101233513	"MAP6D1"	2237791	2255534
"NC_044221.2"	2258641	2306207	"-"	"gene"	"YEATS2"	GeneID:100220576	"YEATS2"	2258641	2308207
"NC_044221.2"	2673942	2697856	"-"	"gene"	"FAM168B"	GeneID:100227337	"FAM168B"	2673942	2699856
"NC_044221.2"	3628667	3669262	"-"	"gene"	"UGGT1"	GeneID:100221505	"UGGT1"	3628667	3671262
"NC_044221.2"	3714285	3718318	"+"	"gene"	"POLR2D"	GeneID:100190224	"POLR2D"	3712285	3718318
"NC_044221.2"	3720391	3789156	"+"	"gene"	"WDR33"	GeneID:100232035	"WDR33"	3718391	3789156
"NC_044221.2"	3889742	3894183	"+"	"gene"	"CEP19"	GeneID:101234175	"CEP19"	3887742	3894183
"NC_044221.2"	3925350	3933450	"+"	"gene"	"RNF168"	GeneID:115496451	"RNF168"	3923350	3933450
"NC_044221.2"	3936284	3962639	"+"	"gene"	"UBXN7"	GeneID:100230076	"UBXN7"	3934284	3962639
"NC_044221.2"	3997431	4005894	"-"	"gene"	"ING5"	GeneID:100231088	"ING5"	3997431	4007894
"NC_044221.2"	4135859	4145057	"-"	"gene"	"LOC100220563"	GeneID:100220563	"LOC100220563"	4135859	4147057
"NC_044221.2"	4278684	4352530	"-"	"gene"	"FARP2"	GeneID:100221501	"FARP2"	4278684	4354530
"NC_044221.2"	4429070	4445084	"-"	"gene"	"PPP1R7"	GeneID:100190248	"PPP1R7"	4429070	4447084
"NC_044221.2"	5428179	5430578	"-"	"gene"	"LOC121470424"	GeneID:121470424	"LOC121470424"	5428179	5432578
"NC_044221.2"	5744790	5748210	"+"	"gene"	"TMEM41A"	GeneID:100187703	"TMEM41A"	5742790	5748210
"NC_044221.2"	5875614	5942464	"-"	"gene"	"VPS8"	GeneID:105759501	"VPS8"	5875614	5944464
"NC_044221.2"	5950181	6012529	"-"	"gene"	"ARMC8"	GeneID:100232019	"ARMC8"	5950181	6014529
"NC_044221.2"	6132632	6299823	"-"	"gene"	"STAG1"	GeneID:100217609	"STAG1"	6132632	6301823
"NC_044221.2"	6601435	6622651	"+"	"gene"	"ATG16L1"	GeneID:100221507	"ATG16L1"	6599435	6622651
"NC_044221.2"	6721641	6751221	"-"	"gene"	"IWS1"	GeneID:100229158	"IWS1"	6721641	6753221
"NC_044221.2"	9921501	9943623	"+"	"gene"	"MFF"	GeneID:100220509	"MFF"	9919501	9943623
"NC_044221.2"	9962618	9999646	"+"	"gene"	"AGFG1"	GeneID:100217620	"AGFG1"	9960618	9999646
"NC_044221.2"	13079230	13079897	"+"	"gene"	"NCBP2AS2"	GeneID:116808713	"NCBP2AS2"	13077230	13079897
"NC_044221.2"	13296652	13312265	"-"	"gene"	"BDH1"	GeneID:100225954	"BDH1"	13296652	13314265
"NC_044221.2"	13914392	13916089	"-"	"gene"	"PLAAT1"	GeneID:100190451	"PLAAT1"	13914392	13918089
"NC_044221.2"	15707119	15708677	"+"	"gene"	"SST"	GeneID:100219295	"SST"	15705119	15708677
"NC_044221.2"	15836004	15841147	"+"	"gene"	"DYNLT2B"	GeneID:100227926	"DYNLT2B"	15834004	15841147
"NC_044221.2"	16007454	16067255	"+"	"gene"	"LRCH3"	GeneID:100221078	"LRCH3"	16005454	16067255
"NC_044221.2"	16091509	16095155	"+"	"gene"	"RPL35A"	GeneID:100223017	"RPL35A"	16089509	16095155
"NC_044221.2"	16103945	16110432	"+"	"gene"	"C9H2orf72"	GeneID:115496370	"C9H2orf72"	16101945	16110432
"NC_044221.2"	16660349	16671820	"-"	"gene"	"SLC12A9"	GeneID:100223130	"SLC12A9"	16660349	16673820
"NC_044221.2"	16814709	16820118	"+"	"gene"	"LOC121470403"	GeneID:121470403	"LOC121470403"	16812709	16820118
"NC_044221.2"	16817025	16838426	"-"	"gene"	"RNPEPL1"	GeneID:100219213	"RNPEPL1"	16817025	16840426
"NC_044221.2"	16959148	16986885	"+"	"gene"	"AP2M1"	GeneID:121470398	"AP2M1"	16957148	16986885
"NC_044221.2"	17062849	17081181	"+"	"gene"	"EIF4G1"	GeneID:121470411	"EIF4G1"	17060849	17081181
"NC_044221.2"	17122268	17124646	"-"	"gene"	"POLR2H"	GeneID:100190016	"POLR2H"	17122268	17126646
"NC_044221.2"	17691195	17709350	"+"	"gene"	"DCUN1D1"	GeneID:100222068	"DCUN1D1"	17689195	17709350
"NC_044221.2"	18432298	18436460	"+"	"gene"	"DNAJC19"	GeneID:100224056	"DNAJC19"	18430298	18436460
"NC_044221.2"	18438268	18472183	"-"	"gene"	"FXR1"	GeneID:100221134	"FXR1"	18438268	18474183
"NC_044221.2"	18757906	18807713	"-"	"gene"	"USP13"	GeneID:100219267	"USP13"	18757906	18809713
"NC_044221.2"	18819354	18828782	"-"	"gene"	"ACTL6A"	GeneID:100231756	"ACTL6A"	18819354	18830782
"NC_044221.2"	18839409	18897917	"+"	"gene"	"GNB4"	GeneID:100223077	"GNB4"	18837409	18897917
"NC_044221.2"	18928027	18936161	"+"	"gene"	"LOC121470461"	GeneID:121470461	"LOC121470461"	18926027	18936161
"NC_044221.2"	18931477	18965601	"-"	"gene"	"PIK3CA"	GeneID:100229768	"PIK3CA"	18931477	18967601
"NC_044221.2"	19415998	19524254	"+"	"gene"	"TBL1XR1"	GeneID:100224075	"TBL1XR1"	19413998	19524254
"NC_044221.2"	20262549	20687798	"-"	"gene"	"NLGN1"	GeneID:100221152	"NLGN1"	20262549	20689798
"NC_044221.2"	21234890	21386206	"+"	"gene"	"TNIK"	GeneID:100221130	"TNIK"	21232890	21386206
"NC_044221.2"	21405933	21415912	"+"	"gene"	"EIF5A2"	GeneID:100222130	"EIF5A2"	21403933	21415912
"NC_044221.2"	21413813	21415912	"+"	"gene"	"RPL22L1"	GeneID:100219288	"RPL22L1"	21411813	21415912
"NC_044221.2"	21464431	21493306	"+"	"gene"	"SLC7A14"	GeneID:100231777	"SLC7A14"	21462431	21493306
"NC_044221.2"	21558957	21590127	"+"	"gene"	"PHC3"	GeneID:100219263	"PHC3"	21556957	21590127
"NC_044221.2"	24087628	24109764	"-"	"gene"	"MFSD1"	GeneID:100222737	"MFSD1"	24087628	24111764
"NC_044221.2"	24127750	24135427	"+"	"gene"	"RARRES1"	GeneID:100232262	"RARRES1"	24125750	24135427
"NC_044221.2"	24462918	24475514	"+"	"gene"	"CCNL1"	GeneID:100227538	"CCNL1"	24460918	24475514
"NC_044221.2"	25001944	25063699	"-"	"gene"	"MBNL1"	GeneID:100218825	"MBNL1"	25001944	25065699
"NC_044221.2"	25219043	25221032	"+"	"gene"	"SERP1"	GeneID:115496386	"SERP1"	25217043	25221032
"NC_044221.2"	25271321	25307626	"-"	"gene"	"LOC115496385"	GeneID:115496385	"LOC115496385"	25271321	25309626
"NC_044221.2"	25336154	25339779	"+"	"gene"	"COMMD2"	GeneID:100223681	"COMMD2"	25334154	25339779
"NC_044221.2"	25494989	25509612	"-"	"gene"	"GYG1"	GeneID:100226558	"GYG1"	25494989	25511612
"NC_044222.2"	136348	220630	"-"	"gene"	"HERC1"	GeneID:100218363	"HERC1"	136348	222630
"NC_044222.2"	389104	402701	"+"	"gene"	"IDH3A"	GeneID:100190682	"IDH3A"	387104	402701
"NC_044222.2"	451586	458872	"-"	"gene"	"WDR61"	GeneID:100189997	"WDR61"	451586	460872
"NC_044222.2"	491187	504821	"+"	"gene"	"CRABP1"	GeneID:100227994	"CRABP1"	489187	504821
"NC_044222.2"	525497	548847	"+"	"gene"	"IREB2"	GeneID:100225103	"IREB2"	523497	548847
"NC_044222.2"	690733	736232	"+"	"gene"	"UBE2Q2"	GeneID:100228911	"UBE2Q2"	688733	736232
"NC_044222.2"	3000684	3019098	"+"	"gene"	"CELF6"	GeneID:100221576	"CELF6"	2998684	3019098
"NC_044222.2"	3030315	3050001	"+"	"gene"	"PKM"	GeneID:100218728	"PKM"	3028315	3050001
"NC_044222.2"	3310990	3313574	"+"	"gene"	"RPS17"	GeneID:100190658	"RPS17"	3308990	3313574
"NC_044222.2"	3335565	3348694	"+"	"gene"	"SNX1"	GeneID:100223522	"SNX1"	3333565	3348694
"NC_044222.2"	3631788	3649686	"+"	"gene"	"SORD"	GeneID:100226453	"SORD"	3629788	3649686
"NC_044222.2"	3940334	3944733	"+"	"gene"	"RPS27L"	GeneID:100190168	"RPS27L"	3938334	3944733
"NC_044222.2"	3966292	3986373	"-"	"gene"	"TPM1"	GeneID:100192322	"TPM1"	3966292	3988373
"NC_044222.2"	4472043	4826389	"+"	"gene"	"RORA"	GeneID:100230248	"RORA"	4470043	4826389
"NC_044222.2"	5158052	5162501	"+"	"gene"	"GTF2A2"	GeneID:100190631	"GTF2A2"	5156052	5162501
"NC_044222.2"	5523458	5539165	"+"	"gene"	"MCEE"	GeneID:100228381	"MCEE"	5521458	5539165
